alive,alive_since,anonymity,average_timeout,first_seen,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update
true,1772112170.5209,elite,6353.5121715316,1710540143.4129,1772112170.5209,4153,socks4,103.79.96.190:4153,true,11255.112886429,3179,320431,0.98235530422422,103.79.96.190,"AS64308 PT IndoDev Niaga Internet",IDNIC-DATAON-AS-ID,"South Tangerang",Asia,AS,Indonesia,ID,,false,"PT IndoDev Niaga Internet",-6.28385,106.725,false,"PT IndoDev Niaga Internet",true,Banten,success,Asia/Jakarta,,1772097067
true,1772111970.4934,elite,10017.381796562,1728923733.5713,1772111970.4934,80,socks4,198.212.21.68:80,true,10986.587762833,399,88773,0.44744987215718,198.212.21.68,"AS3356 Level 3 Parent, LLC",LEVEL3,Columbus,"North America",NA,"United States",US,"West Scioto",false,"Level 3 Communications, Inc.",40.0063,-83.1206,false,Kreber,false,Ohio,success,America/New_York,43228,1771864015
true,1772110027.4714,elite,10132.317962117,1720460147.6843,1772110027.4714,8080,socks4,91.148.126.189:8080,true,17625.916957855,450,105549,0.42453230690856,91.148.126.189,"AS6700 TELEKOM SRBIJA a.d.",BEOTEL-AS,Belgrade,Europe,EU,Serbia,RS,,false,"TELEKOM SRBIJA a.d.",44.8046,20.4637,false,"EUROPRONET BOSNIA d.o.o. SARAJEVO",false,Belgrade,success,Europe/Belgrade,,1771783750
true,1772101301.1086,elite,10140.672207808,1720141618.2833,1772101301.1086,139,socks4,177.66.24.16:139,true,20885.006904602,513,121111,0.42179175162797,177.66.24.16,"AS52841 APRIMORAR SUPORTE E TELEATENDIMENTO LTDA - ME","APRIMORAR SUPORTE E TELEATENDIMENTO LTDA - ME",Feliz,"South America",SA,Brazil,BR,,false,"Aprimorar Suporte E Teleatendimento Ltda - ME",-29.4532,-51.2761,false,"Aprimorar Suporte E Teleatendimento Ltda - ME",false,"Rio Grande do Sul",success,America/Sao_Paulo,95770,1772052612
true,1772097622.5218,elite,9642.2022342682,1758184993.9451,1772097622.5218,50369,socks4,157.10.45.141:50369,true,13360.285043716,55,19494,0.28134431428718,157.10.45.141,"AS150862 VPSTTT COMPUTER COMPANY LIMITED",MAYTINHVPSTTT-VN,"Tuyên Quang",Asia,AS,Vietnam,VN,"Phường Tân Quang",false,HAINAMTECH,21.8153,105.213,false,"HAI NAM Tech Joint Stock Company",true,"Tuyen Quang",success,Asia/Bangkok,,1771901783
true,1772095625.1831,elite,9193.1295273255,1750936906.6542,1772095625.1831,6605,socks4,16.50.207.39:6605,true,13400.533914566,98,26676,0.36602674236199,16.50.207.39,"AS16509 Amazon.com, Inc.",AMAZON-02,Melbourne,Oceania,OC,Australia,AU,,true,Amazon.com,-37.8159,144.9669,false,"Amazon Data Services Australia",true,Victoria,success,Australia/Melbourne,3000,1771585910
true,1772092988.188,elite,7627.2279720741,1711860901.8512,1772092988.188,28546,socks4,130.255.162.71:28546,true,889.85300064087,2021,213320,0.93851147714555,130.255.162.71,"AS12552 GlobalConnect AB",GlobalConnect-AS12552,Stockholm,Europe,EU,Sweden,SE,Norrmalm,false,"Internet Vikings",59.3369,18.0617,false,"Kortea AB",true,"Stockholm County",success,Europe/Stockholm,"173 11",1771779328
true,1772089365.3278,elite,1330.726916928,1713195819.2365,1772089692.1183,4145,socks4,72.214.108.67:4145,true,1411.4706516266,130032,675961,16.133142595531,72.214.108.67,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"East Irvine","North America",NA,"United States",US,"Irvine Research Center",false,"Cox Communications Inc",33.6303,-117.733,false,"Intelenet Communications",true,California,success,America/Los_Angeles,92650,1771727637
true,1772088333.9274,elite,9746.642167436,1722184922.9572,1772088333.9274,10279,socks4,103.149.28.170:10279,true,11172.520399094,523,113707,0.45784820099799,103.149.28.170,"AS149124 WEBPX SOFTWARE COMPANY LIMITED",THANHPHAT-VN,"Trung Phụng",Asia,AS,Vietnam,VN,"Trương Định",false,THANHPHAT,20.9966,105.847,false,"Thanh Phat Technology and Construction Limited Company",true,Hanoi,success,Asia/Bangkok,,1771927912
true,1772085643.5704,elite,9005.9026812648,1748482139.0426,1772085643.5704,1005,socks4,222.254.152.103:1005,true,10979.769229889,111,28509,0.38784067085954,222.254.152.103,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,"VNPT Corp",10.822,106.6257,false,"HoChiMinh City Post and Telecom Company",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1771723615
true,1772081765.3691,elite,8948.8127575759,1722193473.748,1772081765.3691,49060,socks4,174.138.176.77:49060,true,10807.027816772,478,118278,0.40250597864529,174.138.176.77,"AS19318 Interserver, Inc",IS-AS-1,Secaucus,"North America",NA,"United States",US,,true,"Interserver, Inc",40.7862,-74.0743,false,"Interserver, Inc",true,"New Jersey",success,America/New_York,07094,1771769748
true,1772080722.7048,elite,8841.2531210737,1711012020.2785,1772080722.7048,30566,socks4,115.76.203.120:30566,true,13511.157512665,1025,136388,0.74592651350309,115.76.203.120,"AS7552 Viettel Group",VIETEL-AS-AP,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VIETELGPRS,10.822,106.6257,false,"GPRS Services",true,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1771828715
true,1772078243.2486,elite,8623.913637797,1764012075.466,1772078243.2486,64196,socks4,194.226.97.100:64196,true,1054.8474788666,30,9355,0.31965903036761,194.226.97.100,,,Moscow,Europe,EU,Russia,RU,,false,"Autonomous Nonprofit Organisation ""Russian Scientific-Research Institute Public Networks""",55.8013,37.477,false,"Autonomous Nonprofit Organisation ""Russian Scientific-Research Institute Public Networks""",false,Moscow,success,Europe/Moscow,,1772046866
true,1772073846.4281,elite,3945.886786446,1697020338.8227,1772073846.4281,61437,socks4,170.81.140.79:61437,true,740.31352996826,13996,564827,2.4180103416761,170.81.140.79,"AS28418 NUEVA RED INTERNET DE MEXICO S DE RL DE CV","NUEVA RED INTERNET DE MEXICO S DE RL DE CV",Aguascalientes,"North America",NA,Mexico,MX,,false,"Nueva RED Internet De Mexico S De RL De CV",21.8967,-102.2662,false,"Nueva RED Internet De Mexico S De RL De CV",true,Aguascalientes,success,America/Mexico_City,20270,1771978577
true,1772072556.4112,elite,10654.69443205,1715490308.6693,1772072556.4112,30218,socks4,80.117.88.56:30218,true,13249.322891235,804,137476,0.58142898466879,80.117.88.56,"AS3269 Telecom Italia S.p.A.",ASN-IBSNAZ,"Montanaso Lombardo",Europe,EU,Italy,IT,,false,"Telecom Italia S.p.A. TIN EASY LITE",45.3368,9.468,false,INTERBUSINESS,false,Lombardy,success,Europe/Rome,26836,1772054893
true,1772071950.8379,elite,4275.4329847146,1713917119.3754,1772071950.8379,14578,socks4,67.205.177.122:14578,true,3925.665140152,1169,201182,0.57770903034826,67.205.177.122,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07047,1771546449
true,1772069055.3615,elite,9644.2077279857,1715102239.2565,1772069055.3615,8002,socks4,8.213.129.20:8002,true,3975.7089614868,934,182361,0.5095610900461,8.213.129.20,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1771478553
true,1772068317.6537,elite,4840.7367796733,1753890864.5151,1772068317.6537,10343,socks4,67.43.228.250:10343,true,10724.225759506,116,40032,0.28893095546478,67.43.228.250,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Côte-Des-Neiges—Notre-Dame-De-Grâce,true,"GloboTech Communications",45.5083,-73.6355,false,,true,Quebec,success,America/Toronto,H4X,1771515309
true,1772066057.2378,elite,10212.490238249,1760561036.858,1772066057.2378,443,socks4,14.8.14.26:443,true,14091.465711594,64,22997,0.2775248254629,14.8.14.26,"AS2516 KDDI CORPORATION",KDDI,Minamiurawa,Asia,AS,Japan,JP,,false,"Kddi Corporation",35.8475,139.6753,false,KDDI,false,Saitama,success,Asia/Tokyo,336-0017,1771486460
true,1772062896.4275,elite,9496.1571086537,1723307923.8753,1772062896.4275,8080,socks4,196.151.172.12:8080,true,948.29273223877,440,101394,0.43207573109178,196.151.172.12,"AS24835 Vodafone Data",RAYA-AS,"Ash-Shaykh Zāyid",Africa,AF,Egypt,EG,,false,"Vodafone Data",30.0825,31.0217,true,,false,Giza,success,Africa/Cairo,,1771603936
true,1772055938.3092,elite,9451.9308422887,1745767565.7164,1772055938.3092,3163,socks4,156.253.170.197:3163,true,1078.8674354553,215,67568,0.31718867562663,156.253.170.197,"AS328608 Africa on Cloud",Africa-on-Cloud-AS,Johannesburg,Africa,AF,"South Africa",ZA,,false,"Cloud Innovation",-26.2309,28.0583,false,"Cloud Innovation Ltd",true,Gauteng,success,Africa/Johannesburg,2001,1771686356
true,1772055380.5649,elite,3047.1173859981,1710550563.2734,1772055380.5649,4153,socks4,81.12.169.254:4153,true,3402.9381275177,17957,656632,2.6619171080465,81.12.169.254,"AS12302 Vodafone Romania S.A.",Vodafone_Ro,Pantelimon,Europe,EU,Romania,RO,,false,"Vodafone RO",44.4474,26.2044,false,"Vodafone Romania S.A.",true,Ilfov,success,Europe/Bucharest,077145,1771494156
true,1772054580.7108,transparent,5579.8524561908,1771310343.1559,1772054580.7108,999,http,200.10.31.45:999,false,9613.1067276001,2162,13793,13.550611093701,200.10.31.45,"AS270075 SUPER REDES S.A.S","SUPER REDES S.A.S",Pereira,"South America",SA,Colombia,CO,,false,"Super Redes S.A.S",4.8142,-75.6946,false,,false,"Risaralda Department",success,America/Bogota,660001,1771915548
true,1772046362.4272,elite,5842.2244663896,1754341600.0661,1772046362.4272,11727,socks4,72.10.164.178:11727,true,3951.6108036041,58,18962,0.3049421661409,72.10.164.178,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Côte-Des-Neiges—Notre-Dame-De-Grâce,true,"GloboTech Communications",45.5083,-73.6355,false,,true,Quebec,success,America/Toronto,H4X,1771878674
true,1772042911.0143,elite,9980.7255671656,1722513963.0149,1772042911.0143,10062,socks4,83.66.46.199:10062,true,821.95115089417,449,105467,0.42392084293213,83.66.46.199,"AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.",DSMART,Istanbul,Asia,AS,Türkiye,TR,,false,"Andromeda TV Digital Platform Isletmeciligi A.S.",41.0108,28.9482,false,DOL,false,Istanbul,success,Europe/Istanbul,34096,1771675959
true,1772038200.0374,elite,9411.6540192815,1722315011.5763,1772038200.0374,18,socks4,203.162.192.0:18,true,2019.0975666046,321,82297,0.38853518603694,203.162.192.0,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,VNPT,21.0278,105.834,false,"Vietnam Posts and Telecommunications Group",false,Hanoi,success,Asia/Bangkok,,1771558256
true,1772036996.6399,elite,8433.7330354503,1713074941.4921,1772036996.6399,24394,socks4,116.99.228.229:24394,true,18215.847969055,978,155842,0.62364494324703,116.99.228.229,"AS24086 Viettel Corporation",VIETTEL-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Group",21.0278,105.834,false,VIETTEL,true,Hanoi,success,Asia/Bangkok,,1771567660
true,1772034808.6189,elite,9978.4447732351,1720029823.2876,1772034808.6189,4003,socks4,27.71.162.157:4003,true,924.22842979431,604,128455,0.46800300637693,27.71.162.157,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Group",21.0278,105.834,false,VIETTEL,false,Hanoi,success,Asia/Bangkok,,1771783160
true,1772027928.0728,elite,10176.888271537,1719280469.2863,1772027928.0728,8080,socks4,150.103.112.242:8080,true,10359.840631485,568,129788,0.43572984749455,150.103.112.242,,,Dublin,Europe,EU,Ireland,IE,,false,Amazon.com,53.3498,-6.26031,false,"Amazon Technologies Inc. (eu-west-1)",true,Leinster,success,Europe/Dublin,D02,1771810560
true,1772027864.3793,elite,7604.7954710051,1750456362.4828,1772027864.3793,8153,socks4,194.5.206.213:8153,true,3252.1617412567,174,50315,0.34462952326249,194.5.206.213,"AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C",TR_Arvancloud,İncesu,Asia,AS,Turkey,TR,,false,"Arvancloud Global Technologies L.L.C",38.6092,35.2588,false,,true,Kayseri,success,Europe/Istanbul,38560,1771697412
true,1772026171.4159,elite,7693.4852600098,1748771499.5883,1772026171.4159,8089,socks4,183.164.242.30:8089,true,3000.9477138519,58,14223,0.406134024228,183.164.242.30,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Hefei,Asia,AS,China,CN,,false,Chinanet,31.8696,117.293,false,"Chinanet AH",true,Anhui,success,Asia/Shanghai,,1771564227
true,1772025674.232,elite,4464.4137203693,1722891798.0051,1772025674.232,31742,socks4,185.183.33.138:31742,true,13817.913532257,120,34783,0.34380998768014,185.183.33.138,"AS49981 WorldStream B.V.",WorldStream,Naaldwijk,Europe,EU,Netherlands,NL,,true,"WorldStream B.V.",51.9968,4.2057,false,Worldstream,true,"South Holland",success,Europe/Amsterdam,2671,1772008611
true,1772018143.3383,elite,10106.545902209,1716811462.5291,1772018143.3383,5772,socks4,107.172.156.124:5772,true,10908.074140549,707,139369,0.50472600588252,107.172.156.124,"AS36352 HostPapa",AS-COLOCROSSING,Buffalo,"North America",NA,"United States",US,,true,ColoCrossing,42.8864,-78.8784,false,"Virtual Machine Solutions LLC",true,"New York",success,America/New_York,14205,1771917455
true,1772017011.2873,elite,9947.1712462356,1720148557.5598,1772017011.2873,26709,socks4,212.83.138.60:26709,true,11040.055751801,511,117545,0.4328454292878,212.83.138.60,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8558,2.3494,false,ONLINE,true,Île-de-France,success,Europe/Paris,75001,1771996158
true,1772012992.7608,elite,5731.9925083564,1747538124.347,1772012992.7608,12388,socks4,185.93.89.176:12388,true,11831.624984741,104,31184,0.33239580669905,185.93.89.176,"AS213790 Limited Network LTD",LimitedNetwork-AS,Eygelshoven,Europe,EU,"The Netherlands",NL,,false,"Limited Network LTD",50.8933,6.05805,false,"Limited Network LTD",true,Limburg,success,Europe/Amsterdam,6471,1771902592
true,1772010445.6341,elite,10200.775303983,1716115247.3508,1772010445.6341,8800,socks4,155.94.212.53:8800,true,10952.303171158,769,139540,0.5480760321861,155.94.212.53,"AS203020 HostRoyale Technologies Pvt Ltd",HostRoyale,"Los Angeles","North America",NA,"United States",US,,false,"HostRoyale Technologies Pvt Ltd",34.0544,-118.244,false,HostPapa,true,California,success,America/Los_Angeles,90060,1771466424
true,1772009157.9535,elite,5993.2509655996,1720185854.4958,1772009157.9535,8080,socks4,8.215.15.163:8080,true,3349.8983383179,3532,323799,1.0790300949192,8.215.15.163,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,true,"Alibaba (US) Technology Co., Ltd.",-6.2114,106.8446,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Jakarta,success,Asia/Jakarta,12860,1771504976
true,1772007709.9167,elite,1457.8732743892,1697036960.5893,1772008019.9044,4145,socks4,68.1.210.189:4145,true,925.37975311279,205271,724509,22.077373142034,68.1.210.189,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"San Diego","North America",NA,"United States",US,,false,"Cox Communications Inc.",32.7405,-117.0935,false,"Cox Communications",true,California,success,America/Los_Angeles,92105,1771547114
true,1771996791.7442,elite,10423.092866715,1720494776.0923,1771996791.7442,20937,socks4,45.63.35.25:20937,true,12516.428947449,649,132789,0.48636820096224,45.63.35.25,"AS20473 The Constant Company, LLC",AS-VULTR,Kent,"North America",NA,"United States",US,,true,"The Constant Company",47.3798,-122.2893,false,"Vultr Holdings, LLC",true,Washington,success,America/Los_Angeles,98032,1771816293
true,1771995097.816,transparent,4331.960768883,1771470439.7625,1771995097.816,7777,http,116.80.82.92:7777,false,3785.7315540314,2600,13143,16.515276630884,116.80.82.92,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Yokohama,Asia,AS,Japan,JP,,false,InfoSphere,35.4338,139.6496,false,"NTTPC Communications, Inc",true,Kanagawa,success,Asia/Tokyo,231-0841,1771471633
true,1771994216.6182,elite,9488.6608398878,1737581700.7511,1771994216.6182,3128,socks4,12.136.77.243:3128,true,926.31959915161,260,71625,0.3616888085136,12.136.77.243,"AS7018 AT&T Enterprises, LLC",ATT-INTERNET4,Ashburn,"North America",NA,"United States",US,,false,"AT&T Enterprises, LLC",39.0438,-77.4874,false,"AT&T Worldnet Services",false,Virginia,success,America/New_York,20149,1771622149
true,1771987771.256,elite,1585.9897354605,1696985323.2094,1771987771.256,4145,socks4,24.249.199.4:4145,true,1046.3545322418,204590,746049,21.521313558564,24.249.199.4,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"San Diego","North America",NA,"United States",US,,false,"Cox Communications Inc.",32.9164,-117.1393,false,"Cox Communications",true,California,success,America/Los_Angeles,92126,1771932653
true,1771986915.3837,elite,10129.207521742,1722783070.1036,1771986915.3837,3389,socks4,37.152.135.203:3389,true,10770.299911499,459,121227,0.37720033528919,37.152.135.203,"AS57970 OLE COMUNICACION S.L.",OLECOMUNICACION,"Orihuela Costa",Europe,EU,Spain,ES,,false,"OLE COMUNICACION S.L.",37.9305,-0.7532,false,,false,Valencia,success,Europe/Madrid,03189,1771840080
true,1771985471.0452,elite,9767.4389467465,1721295781.8995,1771985471.0452,80,socks4,204.227.195.155:80,true,1846.4710712433,508,111585,0.45319511477077,204.227.195.155,"AS3833 wyoming.com",WYOMING,Cheyenne,"North America",NA,"United States",US,,false,wyoming.com,41.14,-104.82,false,wyoming.com,false,Wyoming,success,America/Denver,82002,1771943894
true,1771983001.4621,elite,9723.4574419852,1739402553.6224,1771983001.4621,32650,socks4,77.46.134.160:32650,true,10826.696634293,262,72427,0.36043968138233,77.46.134.160,"AS8400 TELEKOM SRBIJA a.d.",TELEKOM-AS,Belgrade,Europe,EU,Serbia,RS,,false,TELEKOM-SRBIJA,44.8046,20.4637,false,,false,Belgrade,success,Europe/Belgrade,,1771944679
true,1771972269.3861,elite,10390.993824055,1723112455.4624,1771972269.3861,8080,socks4,27.107.168.223:8080,true,11044.924736023,578,136661,0.42116308046547,27.107.168.223,"AS17762 Tata Teleservices Maharashtra Ltd",HTIL-TTML-IN-AP,Mumbai,Asia,AS,India,IN,,false,"Tata Teleservices Limited",19.0748,72.8856,false,"Tata Teleservices Limited -GSM Division",false,Maharashtra,success,Asia/Kolkata,400037,1771544771
true,1771969720.4846,elite,4148.4990556781,1697010780.1209,1771969755.415,43295,socks4,121.139.218.165:43295,true,13787.757396698,28398,536547,5.026684013488,121.139.218.165,"AS4766 Korea Telecom",KIXS-AS-KR,Ansan-si,Asia,AS,"South Korea",KR,,false,"Korea Telecom",37.3253,126.8178,false,,true,Gyeonggi-do,success,Asia/Seoul,15345,1771638177
true,1771961470.3541,elite,1702.9600999223,1697036864.3718,1771961470.3541,4145,socks4,184.178.172.17:4145,true,990.00096321106,183416,763665,19.36645334454,184.178.172.17,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2681,-79.9404,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1771928519
true,1771957987.0014,elite,9414.7914166634,1752308408.5528,1771957987.0014,8080,socks4,190.78.147.231:8080,true,13489.503145218,104,32293,0.3210173781523,190.78.147.231,"AS8048 CANTV Servicios, Venezuela","CANTV Servicios, Venezuela",Caracas,"South America",SA,Venezuela,VE,"Los Palos Grandes",false,"CANTV Servicios, Venezuela",10.4982,-66.8448,false,"CANTV Servicios, Venezuela",false,Miranda,success,America/Caracas,,1771480467
true,1771951565.6747,elite,9678.9779755804,1737482148.7873,1771951565.6747,10706,socks4,118.193.58.232:10706,true,10812.257528305,180,46290,0.38734667527437,118.193.58.232,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",50.1169,8.6837,false,"Ucloud Information Technology (hk) Limited",true,Hesse,success,Europe/Berlin,60313,1771862438
true,1771946440.8206,transparent,6053.0267516643,1767697896.2837,1771946440.8206,1111,http,103.145.34.109:1111,false,11008.954524994,6143,75716,7.5043672656641,103.145.34.109,"AS139449 PT Lintas Data Multimedia",LINTASDATA-AS-ID,"Umbulan Tebingsuluh",Asia,AS,Indonesia,ID,,false,"PT Lintas Data Multimedia",-5.3163,104.9346,false,"PT Trans Hybrid Communication",false,Lampung,success,Asia/Jakarta,35373,1771933492
true,1771941127.8382,elite,6779.9536580838,1710846529.0739,1771941127.8382,46526,socks4,148.72.215.230:46526,true,804.20184135437,1559,165076,0.93557775977436,148.72.215.230,"AS26496 GoDaddy.com, LLC",AS-26496-GO-DADDY-COM-LLC,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"GoDaddy.com, LLC",1.35208,103.82,false,"GoDaddy.com, LLC",true,"North West",success,Asia/Singapore,858877,1771350124
true,1771931696.8795,elite,4938.2993846104,1722790796.6089,1771931696.8795,23441,socks4,178.132.1.120:23441,true,924.61085319519,29,6434,0.44870803032647,178.132.1.120,"AS49981 WorldStream B.V.",WorldStream,Naaldwijk,Europe,EU,Netherlands,NL,,true,"WorldStream B.V.",51.9968,4.2057,false,Worldstream,true,"South Holland",success,Europe/Amsterdam,2671,1771926355
true,1771926928.7869,elite,6109.5309030277,1770311389.7214,1771926957.3607,3128,http,144.31.0.166:3128,false,3074.9478340149,9612,38162,20.119730397287,144.31.0.166,"AS215730 H2NEXUS LTD",H2NEXUS-AS,Warsaw,Europe,EU,Poland,PL,,false,"H2nexus LTD",52.2299,21.0093,false,"Nexus LTD",true,Mazovia,success,Europe/Warsaw,00-001,1771521083
true,1771880059.4274,elite,4443.1817425149,1754109775.7024,1771880059.4274,7777,socks4,182.72.244.27:7777,true,2363.7375831604,112,33830,0.32997466265983,182.72.244.27,"AS9498 BHARTI Airtel Ltd.",BBIL-AP,"New Delhi",Asia,AS,India,IN,,false,"Bharti Airtel Limited",28.6139,77.2088,false,"Bharti Airtel",false,"National Capital Territory of Delhi",success,Asia/Kolkata,110001,1771648638
true,1771863393.2364,elite,4046.8610922496,1752274639.2554,1771863393.2364,54729,socks4,163.44.197.212:54729,true,1035.3317260742,69,22028,0.31225958274879,163.44.197.212,"AS135161 GMO-Z com NetDesign Holdings Co., Ltd.",GMO-Z-COM-TH,Bangkok,Asia,AS,Thailand,TH,,true,"GMO-Z.COM PTE. LTD.",13.7499,100.517,false,"Zcom Thai",true,Bangkok,success,Asia/Bangkok,10200,1771369746
true,1771858778.7245,elite,7251.8001186469,1699236695.3672,1771858778.7245,52611,socks4,37.44.238.2:52611,true,9102.4243831635,24045,633313,3.6578241992948,37.44.238.2,"AS34534 FBW NETWORKS SAS",BULLIONET,Paris,Europe,EU,France,FR,,false,"FBW NETWORKS SAS",48.8575,2.35138,false,"FBW NETWORKS",true,Île-de-France,success,Europe/Paris,75000,1771708946
true,1771851221.5971,elite,6047.2195869366,1748188691.4776,1771851221.5971,512,socks4,8.212.165.164:512,true,3431.1673641205,1141,175663,0.64534739033054,8.212.165.164,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Manila,Asia,AS,Philippines,PH,,true,"Alibaba (US) Technology Co., Ltd.",14.5971,120.9798,false,"Alibaba.com Singapore E-Commerce Private Limited",true,"Metro Manila",success,Asia/Manila,1001,1771747306
true,1771847389.5529,elite,5649.8905658722,1755288550.2318,1771847389.5529,443,socks4,123.30.16.157:443,true,10828.228235245,40,15517,0.25711898180883,123.30.16.157,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0278,105.834,false,"Vietnam Posts and Telecommunications Group",false,Hanoi,success,Asia/Bangkok,,1771444441
true,1771833577.288,elite,3435.9122072193,1710564500.4374,1771833577.288,50877,socks4,192.158.15.201:50877,true,7825.2489566803,26610,671620,3.811065121808,192.158.15.201,"AS40028 1651884 Ontario Inc.",AS40028,Mississauga,"North America",NA,Canada,CA,,false,"Ontario Inc.",43.5119,-79.6299,false,UNIXCHOSTING.COM,true,Ontario,success,America/Toronto,L5J,1771550402
true,1771821733.5148,elite,1429.1164875031,1771821407.9805,1771821733.5148,22222,http,120.232.242.119:22222,false,1429.1164875031,1,1,50,120.232.242.119,"AS56040 China Mobile communications corporation",CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,false,"China Mobile communications corporation",23.1317,113.266,true,"China Mobile",true,Guangdong,success,Asia/Shanghai,510000,1771821736
true,1771816640.293,elite,10097.478515094,1758661497.0012,1771816640.293,8085,socks4,193.233.221.146:8085,true,1344.4800376892,97,34302,0.28198494142272,193.233.221.146,"AS43444 Fast Servers (Pty) Ltd",BNS-AS,Chicago,"North America",NA,"United States",US,,false,"Fast Servers (Pty) Ltd",41.871,-87.6289,false,"TrafficTransitSolution LLC",true,Illinois,success,America/Chicago,60605,1771274176
true,1771805916.3191,elite,4644.9863406283,1712080907.9407,1771805916.3191,55177,socks4,92.205.60.110:55177,true,10496.016979218,1021,157220,0.64521836944913,92.205.60.110,"AS21499 Host Europe GmbH",GODADDY-SXB,Strasbourg,Europe,EU,France,FR,,false,"Host Europe GmbH",48.5848,7.7419,false,"Go Daddy Netherlands B.V",true,"Grand Est",success,Europe/Paris,67000,1771234030
true,1771803744.3501,elite,6716.866228455,1752507306.3339,1771803744.3501,17580,socks4,185.93.89.178:17580,true,14180.542707443,190,53929,0.35107817956725,185.93.89.178,"AS213790 Limited Network LTD",LimitedNetwork-AS,Eygelshoven,Europe,EU,"The Netherlands",NL,,false,"Limited Network LTD",50.8933,6.05805,false,"Limited Network LTD",true,Limburg,success,Europe/Amsterdam,6471,1771450915
true,1771800015.4666,elite,9937.1054071369,1716762550.2155,1771800015.4666,39085,socks4,119.93.152.192:39085,true,729.58636283875,825,157344,0.52159399123722,119.93.152.192,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Mandaue City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",10.3307,123.9205,false,"Philippine Long Distance Telephone Co",false,"Central Visayas",success,Asia/Manila,6014,1771714826
true,1771775234.1293,elite,9978.4286359082,1717255123.0965,1771775234.1293,3128,socks4,78.110.7.192:3128,true,4542.4463748932,644,127929,0.5008827669884,78.110.7.192,"AS50880 SEVEN EYES FOR MARKETING LTD",SevenI-AS,Jeddah,Asia,AS,"Saudi Arabia",SA,Al-Sharafeyah,false,"Seven Eyes for Marketing LTD",21.5032,39.1833,false,Infrastructure,true,"Mecca Region",success,Asia/Riyadh,,1771299290
